Row: 4, Column: 7, Value: 1.719635, Write index:, 17, Dense read location: 29, Dense read value 0.971509
Row: 7, Column: 11, Value: 0.991412, Write index:, 29, Dense read location: 45, Dense read value -1.122969
Row: 7, Column: 12, Value: 1.483282, Write index:, 29, Dense read location: 49, Dense read value -1.006649
Row: 7, Column: 18, Value: 1.469096, Write index:, 29, Dense read location: 73, Dense read value -0.832570
Row: 2, Column: 0, Value: 1.104369, Write index:, 9, Dense read location: 1, Dense read value -0.108217
Row: 2, Column: 9, Value: 2.278670, Write index:, 9, Dense read location: 37, Dense read value -0.652667
Row: 2, Column: 11, Value: 1.582758, Write index:, 9, Dense read location: 45, Dense read value -1.122969
Row: 2, Column: 13, Value: 0.948392, Write index:, 9, Dense read location: 53, Dense read value -1.518473
Row: 3, Column: 2, Value: 1.141465, Write index:, 13, Dense read location: 9, Dense read value -0.892574
Row: 3, Column: 6, Value: 1.381487, Write index:, 13, Dense read location: 25, Dense read value -0.254516
Row: 3, Column: 7, Value: 1.270427, Write index:, 13, Dense read location: 29, Dense read value 0.971509
Row: 3, Column: 24, Value: 0.748561, Write index:, 13, Dense read location: 97, Dense read value 1.310636
Row: 0, Column: 24, Value: 0.876302, Write index:, 1, Dense read location: 97, Dense read value -0.261301
Row: 0, Column: 25, Value: -0.213519, Write index:, 1, Dense read location: 101, Dense read value 0.154477
Row: 0, Column: 26, Value: 1.625840, Write index:, 1, Dense read location: 105, Dense read value -1.262477
Row: 0, Column: 27, Value: 0.147210, Write index:, 1, Dense read location: 109, Dense read value 1.182000
Row: 0, Column: 28, Value: 0.169478, Write index:, 1, Dense read location: 113, Dense read value -0.729413
Row: 0, Column: 29, Value: 0.754318, Write index:, 1, Dense read location: 117, Dense read value 0.581348
Row: 0, Column: 30, Value: 0.502957, Write index:, 1, Dense read location: 121, Dense read value 1.975415
Row: 0, Column: 31, Value: -0.123624, Write index:, 1, Dense read location: 125, Dense read value 1.233373
Row: 0, Column: 8, Value: -1.371770, Write index:, 1, Dense read location: 33, Dense read value -0.240597
Row: 0, Column: 9, Value: -0.066347, Write index:, 1, Dense read location: 37, Dense read value -0.254918
Row: 0, Column: 10, Value: 0.994964, Write index:, 1, Dense read location: 41, Dense read value 0.717905
Row: 0, Column: 11, Value: 1.569247, Write index:, 1, Dense read location: 45, Dense read value -0.620158
Row: 0, Column: 12, Value: 0.051343, Write index:, 1, Dense read location: 49, Dense read value 0.793233
Row: 0, Column: 13, Value: -0.686672, Write index:, 1, Dense read location: 53, Dense read value -0.591648
Row: 0, Column: 14, Value: -0.217832, Write index:, 1, Dense read location: 57, Dense read value -1.046520
Row: 0, Column: 15, Value: 0.104788, Write index:, 1, Dense read location: 61, Dense read value 0.862801
Row: 0, Column: 0, Value: -0.518749, Write index:, 1, Dense read location: 1, Dense read value -1.868826
Row: 0, Column: 1, Value: 1.226758, Write index:, 1, Dense read location: 5, Dense read value 0.950496
Row: 0, Column: 2, Value: 0.625481, Write index:, 1, Dense read location: 9, Dense read value 2.195051
Row: 0, Column: 3, Value: -0.911685, Write index:, 1, Dense read location: 13, Dense read value -0.243081
Row: 0, Column: 4, Value: 0.568683, Write index:, 1, Dense read location: 17, Dense read value 0.099992
Row: 0, Column: 5, Value: -0.333666, Write index:, 1, Dense read location: 21, Dense read value 1.530436
Row: 0, Column: 6, Value: 0.055793, Write index:, 1, Dense read location: 25, Dense read value 1.245177
Row: 0, Column: 7, Value: -0.752957, Write index:, 1, Dense read location: 29, Dense read value 1.371926
Row: 0, Column: 16, Value: -1.561266, Write index:, 1, Dense read location: 65, Dense read value -0.630704
Row: 0, Column: 17, Value: -0.841819, Write index:, 1, Dense read location: 69, Dense read value 0.964951
Row: 0, Column: 18, Value: 0.113488, Write index:, 1, Dense read location: 73, Dense read value -0.528743
Row: 0, Column: 19, Value: -0.508233, Write index:, 1, Dense read location: 77, Dense read value -1.299980
Row: 0, Column: 20, Value: 1.234705, Write index:, 1, Dense read location: 81, Dense read value 0.985363
Row: 0, Column: 21, Value: 0.636765, Write index:, 1, Dense read location: 85, Dense read value 0.678011
Row: 0, Column: 22, Value: -0.084784, Write index:, 1, Dense read location: 89, Dense read value 1.354602
Row: 0, Column: 23, Value: -1.591213, Write index:, 1, Dense read location: 93, Dense read value -1.035851
Row: 1, Column: 0, Value: 1.297647, Write index:, 5, Dense read location: 1, Dense read value -1.868826
Row: 1, Column: 1, Value: 1.274101, Write index:, 5, Dense read location: 5, Dense read value 0.950496
Row: 1, Column: 2, Value: -1.615501, Write index:, 5, Dense read location: 9, Dense read value 2.195051
Row: 1, Column: 3, Value: -0.202683, Write index:, 5, Dense read location: 13, Dense read value -0.243081
Row: 1, Column: 4, Value: -0.350354, Write index:, 5, Dense read location: 17, Dense read value 0.099992
Row: 1, Column: 5, Value: 0.263054, Write index:, 5, Dense read location: 21, Dense read value 1.530436
Row: 1, Column: 6, Value: 0.260533, Write index:, 5, Dense read location: 25, Dense read value 1.245177
Row: 1, Column: 7, Value: 0.513531, Write index:, 5, Dense read location: 29, Dense read value 1.371926
Row: 1, Column: 16, Value: -0.094822, Write index:, 5, Dense read location: 65, Dense read value -0.630704
Row: 1, Column: 17, Value: 0.003336, Write index:, 5, Dense read location: 69, Dense read value 0.964951
Row: 1, Column: 18, Value: -0.429515, Write index:, 5, Dense read location: 73, Dense read value -0.528743
Row: 1, Column: 19, Value: 0.233531, Write index:, 5, Dense read location: 77, Dense read value -1.299980
Row: 1, Column: 20, Value: 0.481569, Write index:, 5, Dense read location: 81, Dense read value 0.985363
Row: 1, Column: 21, Value: -1.609010, Write index:, 5, Dense read location: 85, Dense read value 0.678011
Row: 1, Column: 22, Value: -1.169779, Write index:, 5, Dense read location: 89, Dense read value 1.354602
Row: 1, Column: 23, Value: -0.177164, Write index:, 5, Dense read location: 93, Dense read value -1.035851
Row: 1, Column: 8, Value: -0.277235, Write index:, 5, Dense read location: 33, Dense read value -0.240597
Row: 1, Column: 9, Value: -0.165737, Write index:, 5, Dense read location: 37, Dense read value -0.254918
Row: 1, Column: 10, Value: 0.220832, Write index:, 5, Dense read location: 41, Dense read value 0.717905
Row: 1, Column: 11, Value: 0.957955, Write index:, 5, Dense read location: 45, Dense read value -0.620158
Row: 1, Column: 12, Value: -0.618941, Write index:, 5, Dense read location: 49, Dense read value 0.793233
Row: 1, Column: 13, Value: -0.069649, Write index:, 5, Dense read location: 53, Dense read value -0.591648
Row: 1, Column: 14, Value: -1.821206, Write index:, 5, Dense read location: 57, Dense read value -1.046520
Row: 1, Column: 15, Value: 0.114638, Write index:, 5, Dense read location: 61, Dense read value 0.862801
Row: 1, Column: 24, Value: 2.101574, Write index:, 5, Dense read location: 97, Dense read value -0.261301
Row: 1, Column: 25, Value: -1.455073, Write index:, 5, Dense read location: 101, Dense read value 0.154477
Row: 1, Column: 26, Value: 0.643270, Write index:, 5, Dense read location: 105, Dense read value -1.262477
Row: 1, Column: 27, Value: -0.634421, Write index:, 5, Dense read location: 109, Dense read value 1.182000
Row: 1, Column: 28, Value: -0.191919, Write index:, 5, Dense read location: 113, Dense read value -0.729413
Row: 1, Column: 29, Value: 0.547406, Write index:, 5, Dense read location: 117, Dense read value 0.581348
Row: 1, Column: 30, Value: -0.442339, Write index:, 5, Dense read location: 121, Dense read value 1.975415
Row: 1, Column: 31, Value: 0.024818, Write index:, 5, Dense read location: 125, Dense read value 1.233373
Fail to import hypothesis in common_utils, tests are not derandomized
True
